지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
634,1993-10-22,2009-09-15,아산,충청남도 아산시인주면 현대로1077(현대자동차㈜ 아산공장) ,천안지역기상서비스센터(232),36.8664,126.8858,15,,,,
635,2017-08-25,,양화,충청남도 부여군양화면 충절로267-6 양화중학교 ,대전지방기상청(133),36.1319,126.8602,10.73,,,,
635,2015-12-23,2017-08-25,양화,충청남도 부여군양화면 충절로267-6 양화중학교 ,대전지방기상청(133),36.1319,126.8603,10,,,,
635,2015-07-13,2015-12-23,양화,충청남도 부여군양화면 충절로267-6 양화중학교 ,대전지방기상청(133),36.1319,126.8603,10,,,,
635,2011-10-28,2015-07-13,양화,충청남도 부여군양화면 충절로267-6 양화중학교 ,보령지역기상서비스센터(235),36.1319,126.8603,10,,,,
635,2007-07-25,2011-10-27,홍산,충청남도 부여군양화면 충절로267-6 양화중학교 ,보령지역기상서비스센터(235),36.2139,126.7609,26,,,,
635,1993-10-17,2007-07-25,홍산,충청남도 부여군양화면 충절로267-6 양화중학교 ,대전지방기상청(133),36.2139,126.7609,26,,,,
636,2015-12-08,,계룡,충청남도 계룡시신도안면 사서함 501-328호 공군기상단 제73기상전대사서함 501-328호 제73기상전대,대전지방기상청(133),36.3132,127.2407,132,,,,
636,2009-11-26,2015-12-08,계룡,충청남도 계룡시신도안면 사서함 501-328호 공군기상단 제73기상전대사서함 501-328호 제73기상전대,대전지방기상청(133),36.3132,127.2407,131.99,,,,
636,1993-10-08,2009-11-26,계룡,충청남도 계룡시신도안면 사서함 501-328호 공군기상단 제73기상전대사서함 501-328호 제73기상전대,대전지방기상청(133),36.3,127.23,146,,,,
637,2013-07-10,,신평,충청남도 당진시신평면 샛터로172(한정초등학교)  ,,36.8938,126.8056,19.5,,,,
637,2007-07-20,2013-07-10,이원,충청남도 당진시신평면 샛터로172(한정초등학교)  ,홍성기상대(서산 129),36.8699,126.2807,23.57,,,,
637,1993-09-21,2007-07-20,이원,충청남도 당진시신평면 샛터로172(한정초등학교)  ,홍성기상대(서산 129),36.8679,126.2837,27,,,,
638,2015-07-13,,영춘,충청북도 단양군영춘면 상리500-3  ,청주기상대(131),37.0835,128.4847,175.08,,,,
638,2013-12-28,2015-07-13,영춘,충청북도 단양군영춘면 상리500-3  ,영월기상대(121),37.0847,128.4847,175,,,,
638,2007-07-31,2012-12-27,영춘,충청북도 단양군영춘면 상리500-3  ,영월기상대(121),37.0787,128.4874,183.28,,,,
638,2001-01-01,2007-07-31,영춘,충청북도 단양군영춘면 상리500-3  ,영월기상대(121),37.0758,128.4887,184,,,,
638,1994-12-14,2001-01-01,영춘,충청북도 단양군영춘면 상리500-3  ,충주지역기상서비스센터(127),37.0758,128.4887,190,,,,
639,2020-10-15,,덕산,충청북도 제천시덕산면 도전리1350-2  ,청주기상대(131),36.9043,128.1456,282.85,,,,
639,2015-07-13,2020-10-15,덕산,충청북도 제천시덕산면 도전리1350-2  ,청주기상대(131),36.9043,128.1456,282.85,,,,
639,2011-08-24,2015-07-13,덕산,충청북도 제천시덕산면 도전리1350-2  ,충주지역기상서비스센터(127),36.9041,128.1457,282,,,,
639,1994-12-15,2011-08-24,덕산,충청북도 제천시덕산면 도전리1350-2  ,충주지역기상서비스센터(127),36.9117,128.1643,273.58,,,,
640,2021-08-12,,청천,충청북도 괴산군청천면 송면리331-12  ,청주기상대(131),36.6711,127.8617,221.34,,,,
640,2011-11-21,2021-08-12,청천,충청북도 괴산군청천면 송면리331-12  ,청주기상대(131),36.6711,127.8617,221.34,,,,
640,2001-06-19,2011-11-21,청천,충청북도 괴산군청천면 송면리331-12  ,청주기상대(131),36.76,127.86,225,,,,
640,1994-12-16,2001-06-19,청천,충청북도 괴산군청천면 송면리331-12  ,충주지역기상서비스센터(127),36.76,127.86,225,,,,
641,2021-07-27,,가덕,충청북도 청주시 상당구가덕면 상대리 456-1,청주기상대(131),36.5461,127.524,78,,,,
641,2020-09-18,2021-07-27,가덕,충청북도 청주시 상당구가덕면 상대리 456-1,청주기상대(131),36.5461,127.524,78,,,,
641,2017-08-25,2020-09-18,대청,충청북도 청주시 상당구가덕면 상대리 456-1,청주기상대(131),36.5223,127.5017,89.49,,,,
641,1994-04-23,2017-08-25,대청,충청북도 청주시 상당구가덕면 상대리 456-1,청주기상대(131),36.47,127.48,113,,,,
642,2015-12-23,,문화,대전광역시 중구문화동 435-42번지(구)대전기상청 자리 ,대전지방기상청(133),36.3105,127.4061,79.24,,,,
642,1994-12-17,2015-12-23,문화,대전광역시 중구문화동 435-42번지(구)대전기상청 자리 ,대전지방기상청(133),36.3105,127.4061,77.27,,,,
643,2021-07-24,,세천,대전광역시 동구세천동 63-1  ,대전지방기상청(133),36.3402,127.4938,91.34,,,,
643,2010-06-07,2021-07-24,세천,대전광역시 동구세천동 63-1  ,대전지방기상청(133),36.3402,127.4938,91.34,,,,
643,1994-12-18,2010-06-07,세천,대전광역시 동구세천동 63-1  ,대전지방기상청(133),36.34,127.49,92,,,,
644,2012-09-12,,연무,충청남도 논산시연무읍 안심리365-5  ,대전지방기상청(133),36.1366,127.09,24.5,,,,
644,1994-12-19,2012-09-12,양촌,충청남도 논산시연무읍 안심리365-5  ,대전지방기상청(133),36.1385,127.2327,56.43,,,,
645,2013-12-13,,서부,충청남도 홍성군서부면 서부로505(서부초등학교)  ,,36.5789,126.511,16.9,,,,
645,1994-12-09,2013-12-13,서부,충청남도 홍성군서부면 서부로505(서부초등학교)  ,홍성기상대(서산 129),36.5804,126.5173,22.58,,,,
646,2020-10-09,,춘장대,충청남도 서천군서면 부사리 821오른쪽 옆, 부사교관리사 내,대전지방기상청(133),36.1741,126.5285,7.74,,,
646,2017-08-25,2020-10-09,춘장대,충청남도 서천군서면 부사리 821오른쪽 옆, 부사교관리사 내,대전지방기상청(133),36.1741,126.5285,7.74,,,
646,2015-07-13,2017-08-25,춘장대,충청남도 서천군서면 부사리 821오른쪽 옆, 부사교관리사 내,대전지방기상청(133),36.1741,126.5293,13.1,,,
646,2012-11-27,2015-07-13,춘장대,충청남도 서천군서면 부사리 821오른쪽 옆, 부사교관리사 내,군산기상대(140),36.1741,126.5293,13.1,,,
646,1999-04-28,2012-11-27,신합,충청남도 서천군서면 부사리 821오른쪽 옆, 부사교관리사 내,군산기상대(140),36.153,126.5496,21.3,,,
646,1994-12-14,1999-04-28,신합,충청남도 서천군서면 부사리 821오른쪽 옆, 부사교관리사 내,대전지방기상청(133),36.1504,126.5546,15,,,
647,2015-07-13,,가곡,충청북도 영동군양산면 원당리704번지 제방 ,청주기상대(131),36.125,127.6924,122.66,,,,
647,2009-06-29,2015-07-13,가곡,충청북도 영동군양산면 원당리704번지 제방 ,추풍령지역기상서비스센터(135),36.125,127.6924,120.45,,,,
647,1993-10-14,2009-06-29,가곡,충청북도 영동군양산면 원당리704번지 제방 ,추풍령지역기상서비스센터(135),36.1173,127.6695,127,,,,
648,2008-08-26,,장동,대전광역시 대덕구장동 360-2  ,대전지방기상청(133),36.4135,127.4382,99.9,,,,
648,1990-06-09,2008-08-26,구즉,대전광역시 대덕구장동 360-2  ,대전지방기상청(133),36.4333,127.3833,62,,,,
649,2020-03-07,,부평,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.4722,126.7507,25.91,,,,
649,2010-12-01,2020-03-07,부평,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.4722,126.7507,25.91,,,,
649,2007-10-28,2010-12-01,선미도,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.285,126.08,160,,,,
649,2001-01-05,2007-10-28,선미도,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.285,126.08,160,,,,
650,2020-10-23,,양지,강원도 철원군동송읍 양지리 육군 제3007-1부대 6사단 수색대대6사단 수색대대 ,춘천기상대(101),38.2726,127.2774,228.01,,,,
650,2015-07-13,2020-10-23,양지,강원도 철원군동송읍 양지리 육군 제3007-1부대 6사단 수색대대6사단 수색대대 ,춘천기상대(101),38.2726,127.2772,230,,,,
650,2012-05-22,2015-07-13,양지,강원도 철원군동송읍 양지리 육군 제3007-1부대 6사단 수색대대6사단 수색대대 ,철원기상대(95),38.2726,127.2772,230,,,,
650,2007-08-31,2012-05-22,정연,강원도 철원군동송읍 양지리 육군 제3007-1부대 6사단 수색대대6사단 수색대대 ,철원기상대(95),38.2867,127.3311,200.02,,,,
650,1998-02-20,2007-08-31,정연,강원도 철원군동송읍 양지리 육군 제3007-1부대 6사단 수색대대6사단 수색대대 ,철원기상대(95),38.2833,127.3333,200,,,,
651,2015-07-13,,외촌,강원도 철원군외촌리 육군 제3513부대 6사단 2연대 수색중대6사단 2연대 수색중대,춘천기상대(101),38.2772,127.2057,216.03,,,,
651,2012-05-23,2015-07-13,외촌,강원도 철원군외촌리 육군 제3513부대 6사단 2연대 수색중대6사단 2연대 수색중대,철원기상대(95),38.2772,127.2058,221,,,,
651,1998-02-19,2012-05-23,대마,강원도 철원군외촌리 육군 제3513부대 6사단 2연대 수색중대6사단 2연대 수색중대,철원기상대(95),38.264,127.1652,201.62,,,,
652,2020-10-23,,연천청산,경기도 연천군청산면 초성리376-1 육군 제28사단,,37.99,127.0727,38.29,,,,
652,2016-08-01,2020-10-23,연천청산,경기도 연천군청산면 초성리376-1 육군 제28사단,,38.0265,127.0781,51.9,,,,
652,2015-07-13,2016-08-01,청산,경기도 연천군청산면 초성리376-1 육군 제28사단,,38.0265,127.0781,51.9,,,,
652,1998-05-08,2015-07-13,청산,경기도 연천군청산면 초성리376-1 육군 제28사단,동두천지역기상서비스센터(98),38.0265,127.0781,51.9,,,,
654,2021-07-20,,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.254,126.3076,10.46,,,,
654,2019-04-12,2021-07-20,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.254,126.3076,10.46,,,,
654,2015-12-04,2019-04-12,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.254,126.3076,10.46,,,,
654,2004-11-10,2015-12-04,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.2546,126.3072,18.81,,,,
654,1999-06-19,2004-11-10,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.25,126.3333,23,,,,
655,2019-04-11,,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,백령도기상대(102),37.7602,124.7291,83,,,,
655,2004-11-16,2019-04-11,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,백령도기상대(102),37.7602,124.7291,83,,,,
655,2000-01-31,2004-11-16,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,백령도기상대(102),37.75,124.7167,83,,,,
655,1999-06-24,2000-01-31,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,인천기상대(112),37.75,124.7167,83,,,,
656,2021-07-18,,볼음도,인천광역시 강화군서도면 볼음도리 421-2 ,인천기상대(112),37.6872,126.1933,49.15,,,,
656,2019-04-12,2021-07-18,볼음도,인천광역시 강화군서도면 볼음도리 421-2 ,인천기상대(112),37.6709,126.1922,14.75,,,,
656,2004-11-10,2019-04-12,볼음도,인천광역시 강화군서도면 볼음도리 421-2 ,인천기상대(112),37.6709,126.1922,14.75,,,,
656,1999-06-10,2004-11-10,볼음도,인천광역시 강화군서도면 볼음도리 421-2 ,인천기상대(112),37.65,126.1833,30,,,,
657,2015-07-13,,대천항,충청남도 보령시신흑동 산 205155레이더기지,대전지방기상청(133),36.3244,126.5021,31.65,,,,
657,2015-04-07,2015-07-13,대천항,충청남도 보령시신흑동 산 205155레이더기지,보령지역기상서비스센터(235),36.3245,126.5017,24,,,,
657,2011-01-17,2015-04-07,대천항,충청남도 보령시신흑동 산 205155레이더기지,보령지역기상서비스센터(235),36.3239,126.5038,42.31,,,,
657,2004-11-18,2011-01-17,보령항,충청남도 보령시신흑동 산 205155레이더기지,보령지역기상서비스센터(235),36.3167,126.5,25,,,,
657,1999-06-03,2004-11-18,보령항,충청남도 보령시신흑동 산 205155레이더기지,홍성기상대(서산 129),36.3167,126.5,25,,,,
658,2021-08-31,,만리포,충청남도 태안군소원면 모항리산93(국군 5188부대) ,,36.7683,126.1214,10,,,,
658,2017-08-25,2021-08-31,만리포,충청남도 태안군소원면 모항리산93(국군 5188부대) ,,36.7683,126.1214,69.6,,,,
658,2015-07-13,2017-08-25,만리포,충청남도 태안군소원면 모항리산93(국군 5188부대) ,,36.7683,126.1214,69.6,,,,
658,2009-09-16,2015-07-13,만리포,충청남도 태안군소원면 모항리산93(국군 5188부대) ,홍성기상대(서산 129),36.7683,126.1214,69.6,,,,
658,2004-11-03,2009-09-15,만리포,충청남도 태안군소원면 모항리산93(국군 5188부대) ,홍성기상대(서산 129),36.8333,126.1333,10,,,,
658,1999-06-18,2004-11-03,만리포,충청남도 태안군소원면 모항리산93(국군 5188부대) ,홍성기상대(서산 129),36.8333,126.1333,5,,,,
659,2021-08-21,,계룡산,충청남도 계룡시남선면 부남리사서함 501-26 경비연대,대전지방기상청(133),36.343,127.2057,831.7,,,,
659,2004-11-16,2021-08-21,계룡산,충청남도 계룡시남선면 부남리사서함 501-26 경비연대,대전지방기상청(133),36.343,127.2057,831.7,,,,
659,1999-06-02,2004-11-16,계룡산,충청남도 계룡시남선면 부남리사서함 501-26 경비연대,대전지방기상청(133),36.4167,127.25,835,,,,
660,2021-07-21,,면온,강원도 평창군 봉평면 면온리 65-1,강릉(구 105),37.562,128.3776,533.47,,,,
660,2020-06-27,2021-07-21,면온,강원도 평창군 봉평면 면온리 65-1,강릉(구 105),37.562,128.3776,533.47,,,,
660,2015-07-13,2020-06-27,면온,강원도 평창군 봉평면 면온리 65-1,강릉(구 105),37.562,128.3776,533.47,,,,
660,2012-09-04,2015-07-13,면온,강원도 평창군 봉평면 면온리 65-1,대관령기상대(100),37.562,128.3776,531.69,,,,
660,2004-11-11,2012-09-03,면온,강원도 평창군 봉평면 면온리 65-1,대관령기상대(100),37.55,128.35,567,,,,
660,1999-06-08,2004-11-11,면온,강원도 평창군 봉평면 면온리 65-1,대관령기상대(100),37.55,128.35,570,,,,
661,2021-07-29,,현내,강원도 고성군명파 4길 11-15,강릉(구 105),38.5439,128.4025,5.5,,,,
661,2015-12-22,2021-07-29,현내,강원도 고성군명파 4길 11-15,강릉(구 105),38.5439,128.4025,5.5,,,,
661,2015-07-13,2015-12-22,현내,강원도 고성군명파 4길 11-15,강릉(구 105),38.5441,128.4027,5,,,,
661,2010-12-11,2015-07-13,현내,강원도 고성군명파 4길 11-15,속초기상대(90),38.5441,128.4027,5,,,,
661,2004-11-11,2010-12-11,현내,강원도 고성군명파 4길 11-15,속초기상대(90),38.5333,128.4,6,,,,
661,1999-06-10,2004-11-11,통일,강원도 고성군명파 4길 11-15,속초기상대(90),38.5333,128.4,8,,,,
662,2020-10-23,,승봉도,인천광역시 옹진군자월면 승봉리승봉초등학교  ,인천기상대(112),37.1706,126.297,10.19,,,7,
662,2007-10-09,2020-10-23,승봉도,인천광역시 옹진군자월면 승봉리승봉초등학교  ,인천기상대(112),37.1707,126.297,13.27,,,7,
662,2001-01-05,2007-10-05,부도,인천광역시 옹진군자월면 승봉리승봉초등학교  ,인천기상대(112),37.1467,126.35,30,,,,
663,2020-10-22,,목덕도,인천광역시 옹진군덕적면 백아리산185번지  ,인천기상대(112),36.9286,125.7869,62.53,,,,
663,2001-02-21,2020-10-22,목덕도,인천광역시 옹진군덕적면 백아리산185번지  ,인천기상대(112),36.9286,125.7869,62.53,,,,
664,2016-11-21,,영흥도,인천광역시 옹진군영흥면 외리248-5 인천광역시수산자원연구소 ,인천기상대(112),37.2247,126.4584,17.72,,,,
664,2007-09-13,2016-11-21,영흥도,인천광역시 옹진군영흥면 외리248-5 인천광역시수산자원연구소 ,인천기상대(112),37.2556,126.484,26,,,,
664,2001-01-05,2007-09-13,영흥도,인천광역시 옹진군영흥면 외리248-5 인천광역시수산자원연구소 ,인천기상대(112),37.2667,126.4667,25,,,,
665,2007-09-11,,무의도,인천광역시 중구무의동 161번지무의초등학교  ,인천기상대(112),37.3904,126.4252,28.32,,,,
665,2001-01-05,2007-09-11,무의도,인천광역시 중구무의동 161번지무의초등학교  ,인천기상대(112),37.3833,126.4167,26,,,,
666,2020-10-23,,안도,충청남도 태안군원북면 방갈리산240번지  ,,36.9587,126.1683,32.47,,,,
666,2007-09-04,2020-10-23,안도,충청남도 태안군원북면 방갈리산240번지  ,,36.9587,126.1683,29.6,,,,
